id	string
1110036	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">オス</button>
1110037	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">メス</button>
1110038	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">去年生まれた子供</button>
1110039	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">2年前に生まれた子供</button>
1110040	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">答えなし</button>
1110041	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">山羊</button>
1110042	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">死んだ動物の肉</button>
1110043	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">木の実</button>
1110044	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">野生の鳥類</button>
1110045	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">答えなし</button>
1110046	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">繁殖期は1～2月だ</button>
1110047	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">妊娠期間は9ヶ月だ</button>
1110048	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">4～6月に子供を生む</button>
1110049	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">1度に10匹まで生む</button>
1110050	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">答えなし</button>
1110051	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">3～6年</button>
1110052	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">6～9年</button>
1110053	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">9～12年</button>
1110054	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">12～15年</button>
1110055	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">答えなし</button>
1110056	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ウルフは7～13匹が群れを成して行動する</button>
1110057	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ウルフは子牛1匹をその場で全部食べてしまう</button>
1110058	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ウルフは水さえあれば5～6日何も食べなくても生きれる</button>
1110059	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">妊娠したウルフは子供のために広い空き地に棲家を作る</button>
1110060	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">答えなし</button>
1110061	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">成長したウルフでも成人男性の体重よりも少ない</button>
1110062	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ウルフは満月になるとウェアウルフに変身する</button>
1110063	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ウルフの体の色は生息地に関係なく同じだ</button>
1110064	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ウルフはドワーフを好んで食べる</button>
1110065	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">答えなし</button>
1110066	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">話せる島：ウルフ</button>
1110067	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">ダーク エルフの森：アシュ ウルフ</button>
1110068	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">エルフの森：グレイ ウルフ</button>
1110069	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=1">オーク：ブラック ウルフ</button>
1110070	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=419&reply=0">答えなし</button>
1110071	起きているところです。
1110072	座っているところです。
1110073	座っている状態でスキルが使用できます。
1110074	射程距離から外れています。
1110075	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=255&reply=3" msg="811;モンスター レース場">モンスター レース場に移動(無料)</button>
1111002	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">グラディエーター</button>
1111003	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ウォーロード</button>
1111005	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">パラディン</button>
1111006	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ダーク アベンジャー</button>
1111008	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">トレジャー ハンター</button>
1111009	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ホーク アイ</button>
1111012	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ソーサラー</button>
1111013	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ネクロマンサー</button>
1111014	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ウォーロック</button>
1111016	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ビショップ</button>
1111017	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">プロフィット</button>
1111020	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">テンプル ナイト</button>
1111021	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ソード シンガー</button>
1111023	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">プレインズ ウォーカー</button>
1111024	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">シルバー レンジャー</button>
1111027	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">スペル シンガー</button>
1111028	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">エレメンタル サマナー</button>
1111030	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">エルダー</button>
1111033	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">シリエン ナイト</button>
1111034	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ブレードダンサー</button>
1111036	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">アビス ウォーカー</button>
1111037	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ファントム レンジャー</button>
1111040	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">スペル ハウラー</button>
1111041	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ファントム サマナー</button>
1111043	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">シリエン エルダー</button>
1111046	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">デストロイヤー</button>
1111048	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">タイラント</button>
1111051	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">オーバーロード</button>
1111052	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ウォークライヤー</button>
1111055	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">バウンティー ハンター</button>
1111057	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ウォースミス</button>
1111058	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">デュエリスト</button>
1111059	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ドレッドノート</button>
1111060	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">フェニックス ナイト</button>
1111061	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ヘル ナイト</button>
1111062	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">サジタリウス</button>
1111063	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">アドベンチャラー</button>
1111064	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">アークメイジ</button>
1111065	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ソウル テイカー</button>
1111066	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">アルカナ ロード</button>
1111067	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">カーディナル</button>
1111068	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ハイエロファント</button>
1111069	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">エヴァス テンプラー</button>
1111070	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ソード ミューズ</button>
1111071	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ウィンド ライダー</button>
1111072	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ムーンライト センティネル</button>
1111073	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ミスティック ミューズ</button>
1111074	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">エレメンタル マスター</button>
1111075	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">エヴァス セイント</button>
1111076	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">シリエン テンプラー</button>
1111077	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">スペクトラル ダンサー</button>
1111078	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ゴースト ハンター</button>
1111079	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ゴースト センティネル</button>
1111080	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ストーム スクリーマー</button>
1111081	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">スペクトラル マスター</button>
1111082	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">シリエン セイント</button>
1111083	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">タイタン</button>
1111084	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">グランド カバタリ</button>
1111085	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ドミネーター</button>
1111086	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">ドゥーム クライヤー</button>
1111087	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">フォーチュン シーカー</button>
1111088	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=1">マエストロ</button>
1112002	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">グラディエーター</button>
1112003	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ウォーロード</button>
1112005	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">パラディン</button>
1112006	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ダーク アベンジャー</button>
1112008	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">トレジャー ハンター</button>
1112009	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ホーク アイ</button>
1112012	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ソーサラー</button>
1112013	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ネクロマンサー</button>
1112014	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ウォーロック</button>
1112016	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ビショップ</button>
1112017	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">プロフィット</button>
1112020	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">テンプル ナイト</button>
1112021	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ソード シンガー</button>
1112023	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">プレインズ ウォーカー</button>
1112024	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">シルバー レンジャー</button>
1112027	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">スペル シンガー</button>
1112028	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">エレメンタル サマナー</button>
1112030	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">エルダー</button>
1112033	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">シリエン ナイト</button>
1112034	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ブレードダンサー</button>
1112036	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">アビス ウォーカー</button>
1112037	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ファントム レンジャー</button>
1112040	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">スペル ハウラー</button>
1112041	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ファントム サマナー</button>
1112043	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">シリエン エルダー</button>
1112046	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">デストロイヤー</button>
1112048	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">タイラント</button>
1112051	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">オーバーロード</button>
1112052	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ウォークライヤー</button>
1112055	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">バウンティー ハンター</button>
1112057	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ウォースミス</button>
1112058	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">デュエリスト</button>
1112059	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ドレッドノート</button>
1112060	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">フェニックス ナイト</button>
1112061	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ヘル ナイト</button>
1112062	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">サジタリウス</button>
1112063	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">アドベンチャラー</button>
1112064	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">アークメイジ</button>
1112065	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ソウル テイカー</button>
1112066	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">アルカナ ロード</button>
1112067	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">カーディナル</button>
1112068	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ハイエロファント</button>
1112069	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">エヴァス テンプラー</button>
1112070	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ソード ミューズ</button>
1112071	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ウィンド ライダー</button>
1112072	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ムーンライト センティネル</button>
1112073	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ミスティック ミューズ</button>
1112074	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">エレメンタル マスター</button>
1112075	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">エヴァス セイント</button>
1112076	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">シリエン テンプラー</button>
1112077	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">スペクトラル ダンサー</button>
1112078	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ゴースト ハンター</button>
1112079	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ゴースト センティネル</button>
1112080	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ストーム スクリーマー</button>
1112081	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">スペクトラル マスター</button>
1112082	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">シリエン セイント</button>
1112083	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">タイタン</button>
1112084	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">グランド カバタリ</button>
1112085	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ドミネーター</button>
1112086	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">ドゥーム クライヤー</button>
1112087	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">フォーチュン シーカー</button>
1112088	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=2">マエストロ</button>
1113002	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">グラディエーター</button>
1113003	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ウォーロード</button>
1113005	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">パラディン</button>
1113006	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ダーク アベンジャー</button>
1113008	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">トレジャー ハンター</button>
1113009	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ホーク アイ</button>
1113012	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ソーサラー</button>
1113013	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ネクロマンサー</button>
1113014	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ウォーロック</button>
1113016	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ビショップ</button>
1113017	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">プロフィット</button>
1113020	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">テンプル ナイト</button>
1113021	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ソード シンガー</button>
1113023	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">プレインズ ウォーカー</button>
1113024	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">シルバー レンジャー</button>
1113027	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">スペル シンガー</button>
1113028	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">エレメンタル サマナー</button>
1113030	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">エルダー</button>
1113033	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">シリエン ナイト</button>
1113034	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ブレードダンサー</button>
1113036	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">アビス ウォーカー</button>
1113037	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ファントム レンジャー</button>
1113040	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">スペル ハウラー</button>
1113041	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ファントム サマナー</button>
1113043	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">シリエン エルダー</button>
1113046	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">デストロイヤー</button>
1113048	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">タイラント</button>
1113051	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">オーバーロード</button>
1113052	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ウォークライヤー</button>
1113055	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">バウンティー ハンター</button>
1113057	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ウォースミス</button>
1113058	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">デュエリスト</button>
1113059	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ドレッドノート</button>
1113060	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">フェニックス ナイト</button>
1113061	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ヘル ナイト</button>
1113062	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">サジタリウス</button>
1113063	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">アドベンチャラー</button>
1113064	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">アークメイジ</button>
1113065	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ソウル テイカー</button>
1113066	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">アルカナ ロード</button>
1113067	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">カーディナル</button>
1113068	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ハイエロファント</button>
1113069	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">エヴァス テンプラー</button>
1113070	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ソード ミューズ</button>
1113071	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ウィンド ライダー</button>
1113072	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ムーンライト センティネル</button>
1113073	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ミスティック ミューズ</button>
1113074	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">エレメンタル マスター</button>
1113075	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">エヴァス セイント</button>
1113076	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">シリエン テンプラー</button>
1113077	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">スペクトラル ダンサー</button>
1113078	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ゴースト ハンター</button>
1113079	<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=41&state=3">ゴースト センティネル</button>
